record_id,date,market,commodity,price
652,2022-07-10,,Beans ,3189
653,2021-08-21,Kasanga,MAIZE,3091
653,2020-09-09,Nakasero,maize ,4072
655,2022-01-20,Nakasero,maize ,4148
656,2020-04-21,Bwaise,BEANS,2798
657,2022-01-21,Mukono,BEANS,1117
658,2022-04-12,Mukono,BEANS,2242
659,2022-07-04,Nakasero,Beans,1717
660,2022-03-01,Kasanga,BEANS,1596
661,2021-02-10,Bwaise,BEANS,-2000
662,2022-02-14,,BEANS,1967
663,2022-09-17,Mukono,MAIZE,3439
664,2020-08-25,Bwaise,BEANS,850
665,2021-01-04,Mukono,Beans ,880
666,2021-12-21,Nakasero,BEANS,2740
667,2020-06-27,,maize ,1137
668,2022-07-18,Kasanga,Beans,3326
669,2020-01-07,Bwaise,Maize,1856
670,2020-10-14,,Beans ,3467
671,2021-11-07,Kasanga,Beans ,1428
672,2020-08-03,Mukono,MAIZE,3866
673,2021-08-10,Mukono,BEANS,4699
674,2020-06-19,,BEANS,3821
675,2022-06-18,Mukono,MAIZE,2822
676,2021-04-27,,MAIZE,3865
677,2022-04-20,Nakasero,MAIZE,4684
678,2020-12-16,Bwaise,Beans,1063
679,2020-14-50,Kasanga,MAIZE,4631
680,2020-06-30,,BEANS,819
681,2020-04-05,Mukono,Beans ,4917
682,2021-06-18,Kasanga,MAIZE,4840
683,2021-05-08,Kasanga,MAIZE,1300
684,2022-02-23,,BEANS,2820
685,2020-14-50,,BEANS,558
686,2020-01-08,Kasanga,maize ,3087
687,2021-03-12,Kasanga,BEANS,4891
688,2020-10-09,Kasanga,BEANS,2168
689,2021-05-09,Nakasero,maize ,4462
690,2022-03-03,Bwaise,Beans,1475
691,2022-08-30,Nakasero,BEANS,3781
692,2021-12-01,Mukono,MAIZE,543
693,2021-09-06,Nakasero,Maize,2316
694,2022-01-11,Nakasero,Beans ,4768
695,2020-02-28,Kasanga,Maize,4549
696,2021-11-03,Mukono,BEANS,2095
697,2021-12-16,Nakasero,MAIZE,795
698,2022-09-26,Nakasero,Beans ,3772
699,2021-08-23,Mukono,Maize,-2000
700,2022-01-13,Nakasero,maize ,3351
701,2022-09-13,Nakasero,MAIZE,538
702,2020-04-19,Mukono,BEANS,3285
703,2022-06-16,Kasanga,Beans,2549
704,2022-02-27,Kasanga,BEANS,4258
705,2021-05-08,Bwaise,maize ,2305
706,2020-12-27,Nakasero,MAIZE,-2000
707,2021-02-12,,MAIZE,1122
708,2020-12-28,Bwaise,Beans,1997
709,2020-08-28,Bwaise,MAIZE,2193
710,2022-05-06,Mukono,Maize,1373
711,2021-11-10,,Maize,-2000
712,2021-01-15,Kasanga,MAIZE,2750
713,2022-07-26,Mukono,BEANS,1550
714,2021-05-04,Nakasero,Beans,-2000
715,2022-03-05,Kasanga,maize ,4745
716,2020-01-13,Nakasero,maize ,1325
717,2020-09-22,Kasanga,BEANS,2706
718,2020-07-07,Nakasero,Beans,3549
719,2020-07-03,Mukono,Beans ,2372
720,2020-08-29,Bwaise,Beans ,2106
721,2020-14-50,,BEANS,1601
722,2022-03-15,Kasanga,Maize,890
723,2020-03-02,Kasanga,Beans ,1288
724,2021-01-04,Nakasero,Maize,2611
725,2020-12-25,,BEANS,2129
726,2021-07-05,Nakasero,Beans ,3409
727,2022-03-04,,maize ,3621
728,2022-09-06,Kasanga,Beans ,3263
729,2021-02-18,Nakasero,MAIZE,1827
730,2021-10-30,Nakasero,Beans,3739
731,2022-08-19,Kasanga,MAIZE,4188
732,2020-01-24,Mukono,MAIZE,2561
733,2020-04-15,,Maize,4376
734,2021-02-10,Nakasero,BEANS,1351
735,2021-11-01,Bwaise,Beans ,2378
736,2021-10-03,Mukono,Maize,1897
737,2022-05-31,,maize ,4327
738,2020-05-18,,BEANS,1950
739,2022-02-05,,maize ,4788
740,2021-05-08,Nakasero,maize ,4119
741,2020-06-08,Bwaise,maize ,-2000
742,2020-14-50,Nakasero,Maize,4408
743,2022-03-28,,maize ,559
744,2022-06-22,Kasanga,Beans,1837
745,2020-03-22,Nakasero,Beans ,2727
746,2022-04-08,Bwaise,MAIZE,1060
747,2021-10-14,Bwaise,maize ,4530
747,2020-02-20,Mukono,maize ,-2000
749,2022-01-02,Mukono,MAIZE,-2000
749,2020-08-10,Nakasero,Beans,4582
751,2020-02-02,Mukono,maize ,1696
752,2020-03-14,Kasanga,Maize,2548
753,2022-02-25,Bwaise,Beans ,4128
754,2020-07-22,Bwaise,Beans,4769
755,2022-09-11,,BEANS,845
756,2021-05-07,Bwaise,Maize,926
757,2021-03-20,,Maize,2761
758,2020-14-50,Kasanga,Beans ,-2000
759,2021-01-15,Mukono,Beans ,4595
760,2022-08-11,Mukono,maize ,991
761,2021-12-19,Bwaise,maize ,4496
762,2022-03-18,Bwaise,Maize,4093
763,2021-01-01,Kasanga,Beans ,823
764,2020-10-28,,maize ,2028
765,2021-04-24,Mukono,BEANS,1813
766,2020-10-29,Mukono,Beans ,4219
767,2022-01-21,Nakasero,BEANS,-2000
768,2022-01-08,Bwaise,BEANS,3674
769,2022-02-23,Kasanga,Beans ,3142
770,2020-04-08,Bwaise,Maize,1563
771,2021-05-12,Kasanga,Beans ,-2000
772,2021-09-30,Bwaise,BEANS,3501
773,2020-01-14,Mukono,Beans,4525
774,2020-03-03,Nakasero,Beans ,3907
775,2021-09-23,Mukono,maize ,-2000
776,2020-08-09,,Beans,2392
777,2021-06-22,,Beans ,1965
778,2022-02-03,Kasanga,Beans ,3432
779,2022-06-23,,maize ,3789
780,2021-06-30,Nakasero,BEANS,3386
781,2020-11-28,Nakasero,BEANS,4027
782,2021-07-12,Nakasero,Beans,2581
783,2020-14-50,Nakasero,BEANS,-2000
783,2020-05-18,Bwaise,MAIZE,2960
785,2020-01-23,,BEANS,2760
786,2022-08-06,Nakasero,MAIZE,4271
787,2021-01-10,Nakasero,Maize,2599
788,2021-08-05,Kasanga,MAIZE,3159
789,2022-07-09,,Beans ,1281
790,2022-01-18,Nakasero,maize ,958
791,2021-03-20,,Maize,2357
792,2021-10-09,Nakasero,BEANS,837
793,2020-11-30,Kasanga,Beans,913
794,2021-08-12,Kasanga,MAIZE,2873
795,2020-03-25,Kasanga,maize ,4990
796,2021-05-28,Kasanga,BEANS,1604
797,2021-02-08,Bwaise,MAIZE,4794
798,2022-03-06,Mukono,Beans ,1233
799,2021-01-09,Nakasero,MAIZE,698
800,2021-09-23,Kasanga,Maize,1694
801,2020-08-27,Mukono,Beans ,1202
802,2022-08-29,Mukono,maize ,2856
803,2020-04-23,Bwaise,Beans ,3218
804,2020-07-27,Kasanga,BEANS,4995
805,2020-05-24,,Beans ,3585
806,2020-09-18,Mukono,Beans,2722
807,2020-01-09,Mukono,Maize,3450
808,2022-06-23,,Beans ,3618
809,2020-11-19,Bwaise,MAIZE,1221
810,2021-04-13,Bwaise,BEANS,825
811,2021-05-16,Nakasero,maize ,3340
812,2020-08-29,Mukono,Beans ,2759
813,2021-01-31,,maize ,741
814,2020-12-15,Kasanga,BEANS,1219
815,2021-09-19,Bwaise,BEANS,3918
816,2022-09-20,,MAIZE,4179
817,2020-05-21,Bwaise,maize ,2157
818,2022-07-09,,MAIZE,1689
819,2021-07-24,Nakasero,MAIZE,2008
820,2022-02-22,Nakasero,Beans,3868
821,2022-04-21,Bwaise,MAIZE,2742
822,2020-14-50,,BEANS,2686
823,2021-09-02,Mukono,Beans ,3443
824,2020-05-17,Bwaise,Beans,3563
825,2020-05-20,Mukono,maize ,3847
826,2020-08-15,Mukono,MAIZE,2175
827,2021-03-25,Kasanga,MAIZE,3161
828,2022-03-05,Nakasero,Beans,3616
829,2022-01-30,,Maize,815
830,2022-04-26,,BEANS,2512
831,2022-01-22,Bwaise,maize ,903
832,2022-06-24,Bwaise,Beans,4279
833,2022-07-30,Kasanga,Beans ,1665
834,2022-01-09,Bwaise,Beans,4976
835,2020-14-50,Kasanga,Maize,2154
836,2021-12-09,Mukono,Maize,1843
837,2021-04-05,,BEANS,3646
838,2021-01-22,Bwaise,maize ,-2000
839,2021-11-06,Bwaise,Beans ,1684
840,2020-11-11,Nakasero,Beans ,4155
841,2022-07-09,Mukono,Beans,2573
842,2021-05-25,Kasanga,MAIZE,-2000
843,2021-11-06,,BEANS,1150
843,2022-06-22,Mukono,MAIZE,2200
845,2021-10-30,,BEANS,765
846,2022-07-31,Bwaise,Beans ,1960
847,2021-11-07,Kasanga,Beans ,1953
848,2022-08-11,Nakasero,Beans,3144
849,2022-02-15,Kasanga,MAIZE,2898
850,2022-05-30,Bwaise,Beans ,4797
851,2020-02-29,Mukono,Beans,4833
852,2021-09-11,Kasanga,BEANS,2852
853,2020-09-22,Bwaise,BEANS,3398
854,2021-06-16,,MAIZE,1973
855,2020-14-50,Mukono,Beans ,-2000
856,2022-03-29,Nakasero,maize ,872
857,2021-10-14,Nakasero,Maize,2807
858,2021-06-02,Nakasero,maize ,1432
859,2021-08-05,Bwaise,MAIZE,-2000
860,2020-12-12,Mukono,Beans ,4387
861,2020-06-08,Nakasero,Beans,4898
862,2021-02-27,Nakasero,BEANS,4768
863,2020-11-19,,Beans ,-2000
864,2022-07-27,Nakasero,Maize,1723
865,2021-01-19,Bwaise,BEANS,3691
866,2022-03-12,Mukono,maize ,3076
867,2021-05-23,Bwaise,BEANS,2979
868,2020-04-24,Bwaise,Maize,-2000
869,2020-01-26,Bwaise,maize ,1762
870,2022-01-20,Bwaise,Maize,3181
871,2022-08-18,Mukono,Beans,2180
872,2022-06-04,Mukono,Beans ,-2000
873,2022-06-11,Mukono,BEANS,877
874,2022-02-02,Bwaise,maize ,3057
875,2020-10-20,Mukono,maize ,4113
876,2020-10-07,Mukono,MAIZE,4711
877,2021-07-16,,MAIZE,2820
878,2020-11-14,Mukono,MAIZE,4134
879,2022-07-13,Mukono,Beans,940
880,2021-12-22,,maize ,4152
881,2022-04-17,Mukono,Beans,4870
882,2020-04-05,Mukono,Beans,4336
883,2021-10-21,Bwaise,MAIZE,2398
884,2021-09-23,Nakasero,maize ,2002
885,2020-01-31,Kasanga,MAIZE,4421
886,2020-12-22,Kasanga,Beans ,1343
887,2020-11-29,,Beans,2974
888,2021-02-27,Kasanga,Beans,1802
889,2020-08-01,,maize ,4066
890,2020-08-29,Mukono,BEANS,4486
891,2020-11-29,Nakasero,Beans,1943
892,2020-04-21,Nakasero,Beans,3604
893,2020-03-03,Bwaise,Beans ,501
894,2021-06-28,Bwaise,MAIZE,4163
895,2020-11-20,Kasanga,Beans ,2994
896,2020-12-18,Kasanga,MAIZE,4681
897,2020-03-04,Mukono,Beans ,935
898,2021-01-02,Bwaise,Beans,755
899,2021-02-07,Kasanga,Beans,3826
900,2021-11-09,Nakasero,Beans,3650
901,2022-06-12,Mukono,MAIZE,1087
902,2021-05-13,Mukono,MAIZE,1612
903,2021-03-01,,MAIZE,3987
904,2021-03-10,Bwaise,MAIZE,3410
905,2020-01-08,,maize ,2439
906,2021-07-13,Mukono,BEANS,-2000
907,2021-01-12,Bwaise,Beans ,1155
908,2022-05-29,,Maize,4308
909,2021-09-16,,BEANS,1139
910,2020-02-24,Kasanga,Beans,588
911,2021-04-25,Nakasero,maize ,3391
912,2021-12-12,Mukono,Beans ,2633
913,2020-06-22,,Maize,2890
914,2020-03-25,Nakasero,MAIZE,2776
915,2020-10-08,Mukono,BEANS,-2000
916,2021-08-28,Bwaise,maize ,3529
917,2020-08-29,Nakasero,Maize,771
918,2021-09-01,Kasanga,Beans,4562
919,2021-03-26,Mukono,Beans ,3326
920,2022-04-19,Kasanga,maize ,3766
921,2022-08-29,Kasanga,Beans,3611
922,2021-06-27,Kasanga,Beans,-2000
923,2022-09-11,,Beans ,1297
924,2022-05-14,Nakasero,maize ,2733
925,2020-04-10,Bwaise,Beans ,4277
926,2022-02-27,Nakasero,BEANS,1973
926,2020-01-09,Mukono,BEANS,-2000
928,2021-04-01,Bwaise,Maize,2563
929,2020-04-04,,Beans ,2276
930,2022-09-07,Kasanga,Beans ,1564
931,2021-10-25,Bwaise,maize ,1408
932,2021-11-07,Kasanga,Beans ,2764
933,2022-02-27,Nakasero,Maize,1106
934,2020-12-06,Bwaise,Beans,2668
935,2022-08-08,Mukono,MAIZE,4530
936,2021-03-17,Nakasero,Maize,4117
937,2020-03-13,Mukono,Beans,4152
938,2020-14-50,Kasanga,maize ,-2000
939,2020-12-03,Kasanga,Beans,4722
940,2022-05-14,,MAIZE,1074
940,2022-09-04,,BEANS,1492
942,2021-01-02,Mukono,maize ,952
943,2022-09-10,Bwaise,MAIZE,2875
944,2022-09-17,Mukono,Beans ,3695
945,2021-05-13,Bwaise,Maize,2052
946,2022-01-07,Mukono,BEANS,3684
947,2021-05-26,Mukono,Maize,4180
948,2020-12-11,Mukono,MAIZE,-2000
949,2021-11-14,Bwaise,Beans ,4895
950,2022-08-05,Mukono,Beans,4505
951,2021-09-25,Mukono,MAIZE,1569
952,2022-07-15,,MAIZE,4237
953,2020-03-06,,BEANS,4572
954,2022-04-03,Nakasero,Maize,3793
955,2021-08-12,Mukono,BEANS,2246
956,2020-03-05,Bwaise,Beans ,3900
957,2020-06-17,Bwaise,Maize,833
958,2021-10-09,Kasanga,Maize,628
958,2020-07-02,Kasanga,Beans ,2824
960,2022-03-02,Nakasero,BEANS,1672
961,2020-09-01,,MAIZE,808
962,2021-09-18,Nakasero,Beans,2967
962,2020-08-29,,maize ,1283
964,2021-07-06,Nakasero,Maize,2204
965,2022-03-26,Kasanga,MAIZE,4386
966,2022-08-02,Bwaise,Beans,2835
967,2021-09-23,Mukono,Beans ,854
968,2021-07-04,,Maize,4473
969,2020-08-28,Kasanga,MAIZE,3170
970,2022-07-08,Bwaise,Maize,3171
971,2021-02-26,Mukono,Beans,2307
972,2020-02-25,Bwaise,Beans,4227
973,2021-04-13,Bwaise,maize ,2709
974,2021-12-09,Kasanga,Beans,1410
975,2022-02-17,,MAIZE,1784
976,2021-07-20,Kasanga,MAIZE,4774
977,2022-05-07,Kasanga,Beans ,-2000
978,2020-09-10,,Maize,1720
979,2020-02-15,Mukono,Beans,4630
980,2021-05-05,Kasanga,Beans,1302
981,2021-07-25,Bwaise,MAIZE,3831
982,2020-09-01,Nakasero,MAIZE,4430
983,2022-05-28,Kasanga,MAIZE,4226
984,2021-02-19,Mukono,Beans ,4303
985,2022-07-03,Kasanga,maize ,2929
986,2021-09-19,,maize ,1163
987,2020-02-26,Mukono,Maize,3481
988,2021-04-21,,Beans ,1935
989,2021-12-27,Bwaise,BEANS,3243
990,2021-05-04,Bwaise,maize ,2218
991,2020-09-30,Mukono,maize ,946
992,2021-05-12,,Beans ,4351
993,2022-07-10,Bwaise,Beans,1037
994,2021-02-04,Mukono,MAIZE,1130
995,2021-12-14,,Beans ,2173
996,2021-03-02,Kasanga,maize ,1581
997,2022-01-25,Mukono,MAIZE,1015
998,2021-06-16,Nakasero,Beans,3308
999,2021-12-14,Nakasero,BEANS,4251
20,2022-02-19,Mukono,BEANS,4844
21,2020-01-20,Bwaise,Maize,3019
22,2021-08-03,Mukono,BEANS,4481
23,2020-05-11,Nakasero,BEANS,1852
24,2021-03-09,Nakasero,Beans,2147
25,2021-10-27,Mukono,MAIZE,4198
26,2020-14-50,Mukono,Maize,2304
27,2020-03-01,Mukono,BEANS,3206
28,2021-11-16,Bwaise,Beans,4372
29,2020-07-13,Kasanga,Beans,3402
